Notes,County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,Crude Rate
,"Fremont County, CO",8043,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,93,519336,17.9
,"Fremont County, CO",8043,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,73,519336,14.1
,"Garfield County, CO",8045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,140,640672,21.9
,"Garfield County, CO",8045,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,79,640672,12.3
,"Garfield County, CO",8045,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,61,640672,9.5
,"Gilpin County, CO",8047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,64222,Unreliable
,"Grand County, CO",8049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,43,164418,26.2
,"Grand County, CO",8049,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,26,164418,15.8
,"Grand County, CO",8049,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,17,164418,Unreliable
,"Gunnison County, CO",8051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,48,179154,26.8
,"Gunnison County, CO",8051,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,31,179154,17.3
,"Gunnison County, CO",8051,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,17,179154,Unreliable
,"Huerfano County, CO",8055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,73308,35.5
,"Huerfano County, CO",8055,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,17,73308,Unreliable
,"Jefferson County, CO",8059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1207,6188457,19.5
,"Jefferson County, CO",8059,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,579,6188457,9.4
,"Jefferson County, CO",8059,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,628,6188457,10.1
,"Kit Carson County, CO",8063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,85107,27.0
,"Kit Carson County, CO",8063,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,14,85107,Unreliable
,"Lake County, CO",8065,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,83557,32.3
,"Lake County, CO",8065,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,19,83557,Unreliable
,"La Plata County, CO",8067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,129,597920,21.6
,"La Plata County, CO",8067,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,79,597920,13.2
,"La Plata County, CO",8067,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,50,597920,8.4
,"Larimer County, CO",8069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,771,3641143,21.2
,"Larimer County, CO",8069,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,396,3641143,10.9
,"Larimer County, CO",8069,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,375,3641143,10.3
,"Las Animas County, CO",8071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,52,159815,32.5
,"Las Animas County, CO",8071,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,35,159815,21.9
,"Las Animas County, CO",8071,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,17,159815,Unreliable
,"Lincoln County, CO",8073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,61051,Unreliable
,"Logan County, CO",8075,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,48,244695,19.6
,"Logan County, CO",8075,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,30,244695,12.3
,"Logan County, CO",8075,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,18,244695,Unreliable
,"Mesa County, CO",8077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,473,1650695,28.7
,"Mesa County, CO",8077,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,270,1650695,16.4
,"Mesa County, CO",8077,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,203,1650695,12.3
,"Moffat County, CO",8081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,45,145269,31.0
,"Moffat County, CO",8081,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,30,145269,20.7
,"Moffat County, CO",8081,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,15,145269,Unreliable
,"Montezuma County, CO",8083,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,110,285878,38.5
,"Montezuma County, CO",8083,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,58,285878,20.3
,"Montezuma County, CO",8083,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,52,285878,18.2
,"Montrose County, CO",8085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,115,457093,25.2
,"Montrose County, CO",8085,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,76,457093,16.6
,"Montrose County, CO",8085,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,39,457093,8.5
,"Morgan County, CO",8087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,55,312931,17.6
,"Morgan County, CO",8087,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,34,312931,10.9
,"Morgan County, CO",8087,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,21,312931,6.7
,"Otero County, CO",8089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,39,203460,19.2
,"Otero County, CO",8089,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,27,203460,13.3
,"Otero County, CO",8089,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,12,203460,Unreliable
,"Ouray County, CO",8091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,51636,Unreliable
,"Park County, CO",8093,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,76,188727,40.3
,"Park County, CO",8093,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,54,188727,28.6
,"Park County, CO",8093,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,22,188727,11.7
,"Pitkin County, CO",8097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,44,193558,22.7
,"Pitkin County, CO",8097,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,26,193558,13.4
,"Pitkin County, CO",8097,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,18,193558,Unreliable
,"Prowers County, CO",8099,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,134202,19.4
,"Prowers County, CO",8099,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,12,134202,Unreliable
,"Prowers County, CO",8099,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,14,134202,Unreliable
,"Pueblo County, CO",8101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,455,1804751,25.2
,"Pueblo County, CO",8101,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,240,1804751,13.3
,"Pueblo County, CO",8101,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,215,1804751,11.9
,"Rio Blanco County, CO",8103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,72357,27.6
,"Rio Blanco County, CO",8103,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,11,72357,Unreliable
,"Rio Grande County, CO",8105,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,34,127427,26.7
,"Rio Grande County, CO",8105,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,15,127427,Unreliable
,"Rio Grande County, CO",8105,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,19,127427,Unreliable
,"Routt County, CO",8107,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,59,268389,22.0
,"Routt County, CO",8107,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,34,268389,12.7
,"Routt County, CO",8107,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,25,268389,9.3
,"Saguache County, CO",8109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,70915,32.4
,"Saguache County, CO",8109,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,15,70915,Unreliable
,"San Miguel County, CO",8113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,86285,Unreliable
,"Sedgwick County, CO",8115,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,25795,Unreliable
,"Summit County, CO",8117,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,65,325928,19.9
,"Summit County, CO",8117,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,34,325928,10.4
,"Summit County, CO",8117,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,31,325928,9.5
,"Teller County, CO",8119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,104,264833,39.3
,"Teller County, CO",8119,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,65,264833,24.5
,"Teller County, CO",8119,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,39,264833,14.7
,"Weld County, CO",8123,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,569,3180128,17.9
,"Weld County, CO",8123,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,295,3180128,9.3
,"Weld County, CO",8123,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,274,3180128,8.6
,"Yuma County, CO",8125,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,111025,Unreliable
,"Fairfield County, CT",9001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,862,10333637,8.3
,"Fairfield County, CT",9001,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,230,10333637,2.2
,"Fairfield County, CT",9001,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,632,10333637,6.1
,"Hartford County, CT",9003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1019,9839496,10.4
,"Hartford County, CT",9003,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,262,9839496,2.7
,"Hartford County, CT",9003,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,757,9839496,7.7
,"Litchfield County, CT",9005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,282,2027568,13.9
,"Litchfield County, CT",9005,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,103,2027568,5.1
,"Litchfield County, CT",9005,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,179,2027568,8.8
,"Middlesex County, CT",9007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,237,1805403,13.1
,"Middlesex County, CT",9007,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,70,1805403,3.9
,"Middlesex County, CT",9007,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,167,1805403,9.3
,"New Haven County, CT",9009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,996,9451072,10.5
,"New Haven County, CT",9009,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,290,9451072,3.1
,"New Haven County, CT",9009,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,706,9451072,7.5
,"New London County, CT",9011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,395,2977239,13.3
,"New London County, CT",9011,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,133,2977239,4.5
,"New London County, CT",9011,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,262,2977239,8.8
,"Tolland County, CT",9013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,214,1665722,12.8
,"Tolland County, CT",9013,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,74,1665722,4.4
,"Tolland County, CT",9013,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,140,1665722,8.4
,"Windham County, CT",9015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,196,1288253,15.2
,"Windham County, CT",9015,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,64,1288253,5.0
,"Windham County, CT",9015,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,132,1288253,10.2
,"Kent County, DE",10001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,247,1904336,13.0
,"Kent County, DE",10001,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,117,1904336,6.1
,"Kent County, DE",10001,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,130,1904336,6.8
,"New Castle County, DE",10003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,718,6082166,11.8
,"New Castle County, DE",10003,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,301,6082166,4.9
,"New Castle County, DE",10003,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,417,6082166,6.9
,"Sussex County, DE",10005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,320,2384704,13.4
,"Sussex County, DE",10005,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,167,2384704,7.0
,"Sussex County, DE",10005,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,153,2384704,6.4
,"District of Columbia, DC",11001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,462,7325774,6.3
,"District of Columbia, DC",11001,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,104,7325774,1.4
,"District of Columbia, DC",11001,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,358,7325774,4.9
,"Alachua County, FL",12001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,366,2858570,12.8
,"Alachua County, FL",12001,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,191,2858570,6.7
,"Alachua County, FL",12001,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,175,2858570,6.1
,"Baker County, FL",12003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,40,306232,13.1
,"Baker County, FL",12003,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,28,306232,9.1
,"Baker County, FL",12003,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,12,306232,Unreliable
,"Bay County, FL",12005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,445,1945069,22.9
,"Bay County, FL",12005,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,264,1945069,13.6
,"Bay County, FL",12005,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,181,1945069,9.3
,"Bradford County, FL",12007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,53,302794,17.5
,"Bradford County, FL",12007,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,28,302794,9.2
,"Bradford County, FL",12007,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,25,302794,8.3
,"Brevard County, FL",12009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1389,6285587,22.1
,"Brevard County, FL",12009,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,764,6285587,12.2
,"Brevard County, FL",12009,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,625,6285587,9.9
,"Broward County, FL",12011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,2582,20655532,12.5
,"Broward County, FL",12011,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,1186,20655532,5.7
,"Broward County, FL",12011,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,1396,20655532,6.8
,"Calhoun County, FL",12013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,159450,13.2
,"Calhoun County, FL",12013,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,12,159450,Unreliable
,"Charlotte County, FL",12015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,387,1918380,20.2
,"Charlotte County, FL",12015,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,256,1918380,13.3
,"Charlotte County, FL",12015,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,131,1918380,6.8
,"Citrus County, FL",12017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,421,1580197,26.6
,"Citrus County, FL",12017,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,290,1580197,18.4
,"Citrus County, FL",12017,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,131,1580197,8.3
,"Clay County, FL",12019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,387,2255379,17.2
,"Clay County, FL",12019,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,228,2255379,10.1
,"Clay County, FL",12019,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,159,2255379,7.0
,"Collier County, FL",12021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,530,3922184,13.5
,"Collier County, FL",12021,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,262,3922184,6.7
,"Collier County, FL",12021,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,268,3922184,6.8
,"Columbia County, FL",12023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,145,760484,19.1
,"Columbia County, FL",12023,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,93,760484,12.2
,"Columbia County, FL",12023,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,52,760484,6.8
,"DeSoto County, FL",12027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,66,396127,16.7
,"DeSoto County, FL",12027,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,40,396127,10.1
,"DeSoto County, FL",12027,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,26,396127,6.6
,"Dixie County, FL",12029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,39,180640,21.6
,"Dixie County, FL",12029,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,26,180640,14.4
,"Dixie County, FL",12029,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,13,180640,Unreliable
,"Duval County, FL",12031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,1620,10049990,16.1
,"Duval County, FL",12031,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,922,10049990,9.2
,"Duval County, FL",12031,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,698,10049990,6.9
,"Escambia County, FL",12033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,608,3411840,17.8
,"Escambia County, FL",12033,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,341,3411840,10.0
,"Escambia County, FL",12033,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,267,3411840,7.8
,"Flagler County, FL",12035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,240,1163606,20.6
,"Flagler County, FL",12035,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,119,1163606,10.2
,"Flagler County, FL",12035,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,121,1163606,10.4
,"Franklin County, FL",12037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,129695,Unreliable
,"Gadsden County, FL",12039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,506487,13.6
,"Gadsden County, FL",12039,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,47,506487,9.3
,"Gadsden County, FL",12039,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,22,506487,4.3
,"Gilchrist County, FL",12041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,42,192563,21.8
,"Gilchrist County, FL",12041,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,30,192563,15.6
,"Gilchrist County, FL",12041,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,12,192563,Unreliable
,"Glades County, FL",12043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,148733,18.8
,"Glades County, FL",12043,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,19,148733,Unreliable
,"Gulf County, FL",12045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,170556,22.3
,"Gulf County, FL",12045,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,25,170556,14.7
,"Gulf County, FL",12045,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,13,170556,Unreliable
,"Hamilton County, FL",12047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,158679,15.8
,"Hamilton County, FL",12047,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,19,158679,Unreliable
,"Hardee County, FL",12049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,301397,12.6
,"Hardee County, FL",12049,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,23,301397,7.6
,"Hardee County, FL",12049,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,15,301397,Unreliable
,"Hendry County, FL",12051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,50,436799,11.4
,"Hendry County, FL",12051,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,32,436799,7.3
,"Hendry County, FL",12051,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,18,436799,Unreliable
,"Hernando County, FL",12053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,403,2000994,20.1
,"Hernando County, FL",12053,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,238,2000994,11.9
,"Hernando County, FL",12053,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,165,2000994,8.2
,"Highlands County, FL",12055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,255,1112971,22.9
,"Highlands County, FL",12055,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,147,1112971,13.2
,"Highlands County, FL",12055,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,108,1112971,9.7
,"Hillsborough County, FL",12057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,2008,14923290,13.5
,"Hillsborough County, FL",12057,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,1045,14923290,7.0
,"Hillsborough County, FL",12057,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,963,14923290,6.5
,"Holmes County, FL",12059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,49,216028,22.7
,"Holmes County, FL",12059,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,31,216028,14.3
,"Holmes County, FL",12059,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,18,216028,Unreliable
,"Indian River County, FL",12061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,290,1637957,17.7
,"Indian River County, FL",12061,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,166,1637957,10.1
,"Indian River County, FL",12061,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,124,1637957,7.6
