County,Population,Firearm Homicide,Total Homicide,Firearm Suicides,Total Suicides,Poverty %,Poverty % (U18),MedHHInc,PopDen
"Coryell County, TX",833479.0,21.0,32.0,77.0,146.0,13.6,17.9,"59,718",27.66384138
"Covington County, AL",412928.0,14.0,17.0,43.0,62.0,19.8,28.3,"44,188",13.99370346
"Covington County, MS",211867.0,25.0,32.0,22.0,38.0,19.9,30.6,"43,796",17.81234204
"Coweta County, GA",1523915.0,47.0,62.0,150.0,222.0,8.1,12.5,"85,182",123.0428652
"Cowley County, KS",392694.0,,13.0,45.0,65.0,13.9,17.8,"51,699",12.20689123
"Cowlitz County, WA",1157366.0,18.0,31.0,112.0,217.0,12.6,15.9,"70,104",35.58128382
"Craighead County, AR",1146938.0,50.0,72.0,117.0,175.0,18.2,24.2,"52,490",57.70123977
"Craven County, NC",1137818.0,51.0,69.0,100.0,163.0,12.6,18.0,"57,628",56.326586
"Crawford County, AR",686213.0,19.0,29.0,80.0,145.0,14.7,20.9,"54,065",40.79968711
"Crawford County, KS",430265.0,11.0,16.0,32.0,66.0,21.3,22.8,"47,718",25.60264884
"Crawford County, MO",268067.0,,26.0,35.0,58.0,15.8,22.8,"49,511",12.62606615
"Crawford County, PA",951943.0,12.0,30.0,97.0,163.0,15.0,21.1,"55,141",32.86381961
"Creek County, OK",780706.0,39.0,50.0,120.0,181.0,14.3,19.2,"53,287",28.91594453
"Crenshaw County, AL",152887.0,13.0,14.0,18.0,23.0,17.5,28.9,"38,037",8.792273306
"Crisp County, GA",252370.0,25.0,33.0,31.0,37.0,24.2,38.6,"41,505",32.35111079
"Crittenden County, AR",541603.0,78.0,102.0,41.0,64.0,23.0,32.1,"43,821",31.00606806
"Crockett County, TN",159244.0,10.0,13.0,18.0,23.0,15.6,20.7,"50,792",21.08128157
"Cross County, AR",188530.0,11.0,13.0,23.0,40.0,16.7,25.0,"45,262",10.64756188
"Cullman County, AL",902438.0,22.0,34.0,102.0,176.0,13.5,17.5,"55,036",43.25267563
"Culpeper County, VA",548578.0,13.0,16.0,52.0,87.0,8.9,12.0,"82,220",51.37008084
"Cumberland County, ME",3182438.0,21.0,43.0,186.0,443.0,7.7,8.7,"80,484",134.4200117
"Cumberland County, NC",3608278.0,302.0,382.0,338.0,544.0,15.8,21.7,"52,463",196.4978597
"Cumberland County, NJ",1696195.0,88.0,128.0,52.0,153.0,14.4,20.9,"58,030",122.5339021
"Cumberland County, PA",2702446.0,23.0,40.0,202.0,360.0,8.0,10.5,"81,975",175.1320535
"Cumberland County, TN",642923.0,21.0,30.0,109.0,145.0,14.9,23.9,"52,000",33.24205865
"Curry County, NM",547204.0,20.0,35.0,56.0,89.0,18.9,24.5,"50,322",13.79056247
"Custer County, OK",317156.0,13.0,15.0,36.0,50.0,17.0,20.8,"51,098",11.40516457
"Cuyahoga County, OH",13799108.0,1284.0,1618.0,827.0,1748.0,16.2,23.1,"55,250",1058.845542
"Dakota County, MN",4566858.0,47.0,69.0,237.0,557.0,5.0,5.6,"93,850",287.0862611
"Dale County, AL",545211.0,31.0,36.0,61.0,90.0,15.7,22.7,"50,086",33.89312549
"Dallas County, AL",445681.0,124.0,137.0,28.0,42.0,29.5,45.4,"33,159",15.79103338
"Dallas County, AR",83322.0,,10.0,,11.0,20.2,32.6,"42,442",4.299625822
"Dallas County, IA",892067.0,,11.0,48.0,99.0,5.3,5.3,"94,467",55.12878593
"Dallas County, TX",27892658.0,1753.0,2263.0,1571.0,2933.0,14.4,20.3,"63,549",1145.193915
"Dane County, WI",5746705.0,59.0,102.0,294.0,730.0,11.3,10.1,"77,653",170.9771651
"Danville city, VA",459970.0,71.0,89.0,45.0,69.0,24.2,37.8,"37,652",374.5065476
"Darlington County, SC",742829.0,86.0,101.0,81.0,106.0,20.9,28.6,"46,291",46.31614806
"Dauphin County, PA",3006802.0,159.0,201.0,189.0,386.0,11.8,17.0,"66,121",201.9232145
"Davidson County, NC",1814798.0,47.0,61.0,172.0,286.0,13.6,19.6,"53,473",114.9316993
"Davidson County, TN",7372849.0,650.0,791.0,508.0,966.0,15.0,21.1,"65,463",524.5397733
"Davie County, NC",462300.0,,10.0,50.0,82.0,9.7,14.4,"67,224",61.48313306
"Daviess County, IN",359817.0,,11.0,16.0,35.0,12.7,17.4,"59,888",29.60963487
"Daviess County, KY",1092130.0,20.0,34.0,125.0,209.0,13.6,17.2,"59,304",84.17676813
"Davis County, UT",3678272.0,26.0,46.0,277.0,589.0,6.4,6.4,"93,260",439.7942758
"De Soto Parish, LA",298746.0,19.0,25.0,35.0,42.0,19.6,25.7,"48,007",11.99008553
"DeKalb County, AL",783845.0,22.0,37.0,103.0,153.0,19.4,29.3,"45,062",35.37577983
"DeKalb County, GA",8040685.0,868.0,1024.0,403.0,722.0,14.5,22.4,"70,756",1071.792083
"DeKalb County, IL",1151954.0,10.0,17.0,50.0,120.0,14.2,16.8,"67,081",63.72410485
"DeKalb County, TN",214770.0,,11.0,30.0,45.0,15.5,21.3,"45,612",24.86317869
"DeSoto County, FL",396127.0,12.0,24.0,40.0,66.0,25.5,36.7,"43,256",22.07300896
"DeSoto County, MS",1913598.0,99.0,126.0,196.0,272.0,10.8,14.1,"72,890",142.7718716
"Dearborn County, IN",546778.0,11.0,19.0,54.0,103.0,7.6,10.5,"73,150",62.64777877
"Decatur County, GA",297772.0,17.0,26.0,38.0,50.0,23.8,35.7,"42,960",17.34890996
"Decatur County, IN",290320.0,,14.0,23.0,41.0,9.9,14.3,"64,871",27.51656313
"Deer Lodge County, MT",101108.0,,12.0,33.0,45.0,14.6,18.5,"45,725",4.769393728
"Del Norte County, CA",306516.0,12.0,28.0,43.0,69.0,21.4,27.2,"48,108",10.52293111
"Delaware County, IN",1277253.0,37.0,54.0,102.0,189.0,18.4,19.4,"50,533",113.8465819
"Delaware County, OH",2125205.0,12.0,19.0,94.0,209.0,4.1,4.0,"118,661",171.6427445
"Delaware County, OK",461921.0,18.0,22.0,62.0,94.0,18.1,26.6,"47,774",22.02796331
"Delaware County, PA",6194747.0,384.0,455.0,268.0,843.0,10.1,13.9,"78,194",1183.661036
"Delta County, CO",336359.0,,14.0,67.0,100.0,13.9,21.1,"52,403",10.25862867
"Dent County, MO",171320.0,,10.0,20.0,32.0,16.4,24.6,"45,530",7.952232527
"Denton County, TX",8627083.0,107.0,154.0,538.0,916.0,7.4,7.6,"98,027",354.6578718
"Denver County, CO",7427215.0,345.0,498.0,517.0,1333.0,11.7,15.8,"81,262",1746.533667
"Des Moines County, IA",437593.0,16.0,24.0,43.0,82.0,13.2,18.5,"53,917",36.74252075
"Deschutes County, OR",1951597.0,22.0,38.0,226.0,402.0,8.7,10.1,"79,648",23.11291108
"Desha County, AR",132673.0,12.0,19.0,12.0,17.0,27.6,37.5,"39,042",5.974983295
"Dickson County, TN",569249.0,21.0,32.0,79.0,123.0,12.1,17.2,"61,219",40.97315977
"Dillingham Census Area, AK",54486.0,,10.0,14.0,20.0,21.8,31.0,"58,389",0.104785322
"Dillon County, SC",341825.0,66.0,79.0,30.0,35.0,26.1,39.6,"39,613",29.42579422
"Dinwiddie County, VA",309641.0,15.0,20.0,34.0,52.0,11.9,16.2,"66,397",21.69042745
"District of Columbia, DC",7325774.0,1038.0,1344.0,104.0,462.0,16.8,25.5,"91,072",4322.952569
"Dixie County, FL",180640.0,12.0,21.0,26.0,39.0,23.4,32.7,"39,029",9.000593262
"Dodge County, GA",231153.0,14.0,19.0,20.0,32.0,25.6,31.7,"40,856",16.28549963
"Dona Ana County, NM",2365472.0,58.0,105.0,228.0,398.0,19.3,22.7,"46,619",21.83262512
"Dooly County, GA",154120.0,10.0,11.0,12.0,17.0,22.5,33.8,"43,270",13.67379756
"Dorchester County, MD",355631.0,15.0,23.0,33.0,49.0,15.0,25.7,"54,731",23.03451107
"Dorchester County, SC",1665709.0,87.0,109.0,141.0,255.0,9.9,14.0,"71,548",105.5742009
"Dougherty County, GA",1005757.0,102.0,137.0,74.0,102.0,26.1,38.4,"41,985",106.9675386
"Douglas County, CO",3537446.0,27.0,41.0,294.0,564.0,2.9,2.8,"129,839",151.0009727
"Douglas County, GA",1541385.0,53.0,76.0,113.0,192.0,12.8,20.8,"66,162",273.6920768
"Douglas County, KS",1291319.0,13.0,26.0,85.0,180.0,15.9,10.6,"59,763",101.0833249
"Douglas County, NE",6032954.0,315.0,408.0,317.0,691.0,11.7,13.6,"69,475",656.4846395
"Douglas County, NV",526032.0,11.0,15.0,76.0,125.0,8.0,11.4,"74,053",26.01935166
"Douglas County, OR",1194407.0,39.0,63.0,198.0,331.0,16.5,22.1,"52,042",8.305534845
"Douglas County, WA",449729.0,,13.0,32.0,54.0,10.0,14.1,"64,932",8.780166107
"Douglas County, WI",480088.0,,10.0,39.0,81.0,14.4,18.3,"58,412",12.84804206
"Drew County, AR",203626.0,16.0,22.0,19.0,30.0,16.5,25.2,"46,572",8.623895565
"DuPage County, IL",10195190.0,110.0,166.0,311.0,998.0,6.9,7.5,"99,536",1097.706801
"Dubuque County, IA",1058389.0,,14.0,47.0,133.0,8.1,9.4,"73,968",61.44255068
"Dunklin County, MO",337790.0,18.0,25.0,44.0,70.0,22.3,32.0,"42,932",21.71187675
"Duplin County, NC",651604.0,17.0,28.0,35.0,67.0,19.1,28.4,"45,149",27.98934165
"Durham County, NC",3287550.0,298.0,366.0,129.0,289.0,13.4,19.3,"71,436",413.0661931
"Dutchess County, NY",3253328.0,37.0,76.0,143.0,388.0,9.7,11.6,"87,370",142.6173355
"Duval County, FL",10049990.0,1046.0,1301.0,922.0,1620.0,14.9,20.9,"60,121",467.7286986
"Duval County, TX",125857.0,,10.0,17.0,25.0,30.0,43.3,"37,921",2.444519895
"Dyer County, TN",415166.0,12.0,19.0,40.0,69.0,16.0,22.7,"51,499",28.31771478
"Eagle County, CO",588721.0,,10.0,47.0,93.0,7.1,7.5,"94,928",12.45931034
"Early County, GA",115097.0,,10.0,13.0,16.0,26.1,41.5,"38,817",7.794360252
"East Baton Rouge Parish, LA",4878206.0,870.0,988.0,345.0,530.0,19.2,26.9,"51,746",376.5643735
"East Feliciana Parish, LA",216046.0,24.0,31.0,16.0,22.0,20.1,23.4,"51,296",16.60468344
"Eaton County, MI",1197980.0,15.0,25.0,103.0,187.0,8.8,12.0,"70,638",73.26986942
"Eau Claire County, WI",1125475.0,,12.0,96.0,179.0,12.5,11.5,"63,073",62.33524773
"Ector County, TX",1694881.0,72.0,110.0,128.0,239.0,16.6,22.0,"58,389",68.09470609
"Eddy County, NM",621240.0,47.0,57.0,105.0,160.0,13.8,17.2,"66,191",5.309932336
"Edgecombe County, NC",593575.0,69.0,80.0,42.0,63.0,22.4,33.0,"41,157",40.74050477
"Edgefield County, SC",293988.0,15.0,20.0,28.0,42.0,16.8,22.8,"57,774",20.63974653
"Effingham County, GA",636128.0,17.0,26.0,62.0,96.0,9.2,12.6,"76,626",47.32731502
"Effingham County, IL",376672.0,,17.0,19.0,43.0,9.3,12.4,"69,988",27.56033687
"El Dorado County, CA",2042891.0,32.0,53.0,186.0,379.0,8.8,10.5,"87,689",42.19958001
"El Paso County, CO",7447309.0,309.0,441.0,943.0,1809.0,9.6,11.5,"79,094",124.925569
"El Paso County, TX",9145243.0,152.0,279.0,449.0,858.0,20.1,27.4,"50,983",319.2109187
"Elbert County, GA",214038.0,10.0,14.0,22.0,31.0,19.2,30.3,"42,866",21.12744236
"Elkhart County, IN",2229002.0,75.0,96.0,118.0,241.0,11.3,15.4,"62,233",169.7260192
"Elko County, NV",569671.0,20.0,27.0,121.0,153.0,9.7,12.0,"81,466",1.175046521
"Ellis County, TX",1833398.0,54.0,72.0,140.0,227.0,8.8,12.4,"87,698",69.67134826
"Elmore County, AL",892171.0,51.0,71.0,117.0,161.0,12.0,17.3,"63,147",50.70144021
"Emanuel County, GA",249323.0,19.0,25.0,25.0,31.0,24.1,33.2,"45,252",12.76414276
"Emporia city, VA",60395.0,11.0,15.0,,,21.1,33.8,"41,610",300.9327573
"Erie County, NY",10123669.0,454.0,631.0,320.0,1113.0,13.7,19.2,"63,014",340.609971
"Erie County, OH",830178.0,,23.0,71.0,116.0,12.6,20.4,"59,226",115.3782918
"Erie County, PA",3039942.0,85.0,129.0,241.0,496.0,15.8,23.8,"56,799",133.3443917
"Escambia County, AL",412750.0,35.0,52.0,40.0,67.0,23.8,29.9,"40,506",15.24764898
"Escambia County, FL",3411840.0,201.0,277.0,341.0,608.0,18.5,28.1,"54,492",183.0818998
"Essex County, MA",8490549.0,100.0,166.0,165.0,762.0,9.6,12.2,"87,145",612.3264362
"Essex County, NJ",8744014.0,980.0,1197.0,100.0,516.0,15.1,19.8,"66,191",2430.062385
"Estill County, KY",158138.0,,10.0,22.0,36.0,22.6,30.0,"41,843",21.8349095
"Etowah County, AL",1136103.0,55.0,75.0,130.0,197.0,17.4,25.0,"46,308",74.25054812
"Evangeline Parish, LA",370142.0,16.0,30.0,68.0,94.0,26.3,35.1,"37,707",19.60644704
"Fairbanks North Star Borough, AK",1088248.0,40.0,73.0,169.0,239.0,7.9,9.4,"76,754",5.249490983
"Fairfax County, VA",12447975.0,103.0,189.0,447.0,1101.0,7.1,8.8,"133,845",1129.205805
"Fairfield County, CT",10333637.0,227.0,323.0,230.0,862.0,9.1,11.3,"100,703",583.4165304
"Fairfield County, OH",1671747.0,22.0,29.0,110.0,194.0,8.2,10.9,"80,245",117.0455016
"Fairfield County, SC",251790.0,24.0,30.0,17.0,28.0,20.6,30.5,"40,766",12.77783997
"Fannin County, TX",377998.0,16.0,17.0,57.0,93.0,14.3,17.9,"56,794",14.81199977
"Faulkner County, AR",1333796.0,46.0,65.0,121.0,199.0,13.6,14.3,"57,573",72.94679147
"Fauquier County, VA",753845.0,16.0,22.0,74.0,124.0,6.5,7.2,"106,714",41.18090441
"Fayette County, GA",1218495.0,36.0,47.0,81.0,130.0,6.5,8.6,"92,319",221.2247862
"Fayette County, KY",3448649.0,170.0,231.0,254.0,441.0,14.6,16.2,"61,269",433.8783812
"Fayette County, PA",1463154.0,42.0,60.0,162.0,258.0,15.9,21.0,"47,812",64.62681405
"Fayette County, TN",435337.0,18.0,29.0,49.0,60.0,12.3,18.6,"70,943",21.74475872
"Fayette County, TX",275408.0,,11.0,25.0,34.0,11.0,15.5,"64,711",10.18880085
"Fayette County, WV",488665.0,20.0,33.0,56.0,86.0,19.9,23.6,"40,478",25.75092717
"Finney County, KS",405260.0,,15.0,33.0,57.0,12.5,13.5,"62,157",10.95945138
"Flagler County, FL",1163606.0,22.0,33.0,119.0,240.0,10.3,19.2,"65,783",85.26646662
"Flathead County, MT",1067864.0,16.0,33.0,167.0,255.0,9.5,11.6,"65,835",7.444166724
"Florence County, SC",1520500.0,121.0,148.0,114.0,160.0,18.8,23.3,"52,062",66.83074177
"Floyd County, GA",1066073.0,45.0,64.0,106.0,173.0,16.2,25.2,"59,685",73.327379
"Floyd County, IN",843351.0,20.0,30.0,78.0,127.0,9.2,12.5,"67,330",200.4267844
"Floyd County, KY",411988.0,16.0,25.0,67.0,83.0,28.0,35.5,"36,253",36.25164412
"Fond du Lac County, WI",1125148.0,,10.0,94.0,175.0,8.1,10.9,"69,428",54.89984741
"Ford County, KS",376271.0,,13.0,26.0,68.0,11.6,14.1,"67,105",12.12300932
"Forrest County, MS",833395.0,66.0,91.0,85.0,119.0,20.1,27.6,"45,326",62.56364293
"Forsyth County, GA",2338111.0,18.0,28.0,153.0,262.0,5.3,5.6,"120,919",378.0699634
"Forsyth County, NC",4052364.0,194.0,244.0,263.0,484.0,14.3,19.9,"60,228",351.818409
"Fort Bend County, TX",7818735.0,250.0,297.0,415.0,697.0,7.2,8.9,"98,070",331.3226402
"Franklin County, AL",347533.0,11.0,17.0,37.0,54.0,18.9,25.1,"45,440",19.21135615
"Franklin County, GA",247442.0,,19.0,36.0,52.0,16.5,27.7,"48,045",33.23399178
"Franklin County, IL",430120.0,,11.0,42.0,84.0,16.5,24.0,"49,510",36.94368005
"Franklin County, KY",552354.0,23.0,31.0,42.0,77.0,13.3,18.1,"60,517",93.4339071
"Franklin County, MO",1129442.0,23.0,42.0,147.0,254.0,9.6,12.1,"68,162",43.00662407
"Franklin County, MS",86265.0,,11.0,14.0,15.0,22.1,32.0,"43,579",5.310617435
"Franklin County, NC",712041.0,36.0,43.0,76.0,110.0,12.5,17.4,"63,687",50.95320151
"Franklin County, OH",13741307.0,1069.0,1315.0,814.0,1639.0,14.3,19.9,"66,056",924.8617766
"Franklin County, PA",1683903.0,27.0,37.0,123.0,223.0,9.5,13.9,"66,983",76.87362413
"Franklin County, TN",456656.0,16.0,19.0,59.0,98.0,12.4,15.9,"57,723",28.90574331
"Franklin County, VA",618864.0,27.0,35.0,66.0,97.0,11.2,16.8,"60,062",31.43790306
"Franklin County, WA",979646.0,28.0,38.0,48.0,88.0,11.8,14.7,"79,532",28.19276626
"Franklin Parish, LA",224019.0,19.0,22.0,22.0,28.0,24.0,36.6,"38,439",12.5625307
"Franklin city, VA",91647.0,,12.0,,13.0,19.6,33.4,"46,460",380.7806276
"Frederick County, MD",2720087.0,31.0,61.0,150.0,304.0,6.6,8.4,"104,253",145.2537914
"Frederick County, VA",924875.0,,15.0,91.0,157.0,7.5,9.9,"85,262",79.57468414
"Fredericksburg city, VA",306213.0,,12.0,27.0,44.0,14.2,20.8,"77,437",1051.790825
"Fremont County, CO",519336.0,15.0,26.0,93.0,166.0,15.9,19.4,"51,732",11.83731376
"Fremont County, WY",441982.0,15.0,53.0,90.0,137.0,14.8,19.1,"56,316",1.684899931
"Fresno County, CA",10680945.0,595.0,787.0,404.0,1063.0,19.4,26.8,"63,140",63.38567736
"Frio County, TX",206765.0,,12.0,12.0,22.0,26.7,33.7,"47,833",6.606140452
"Fulton County, GA",11095339.0,1127.0,1373.0,612.0,1219.0,13.7,19.3,"82,820",749.0585218
"Gadsden County, FL",506487.0,36.0,51.0,47.0,69.0,25.8,42.4,"45,678",34.41309565
"Gaines County, TX",217844.0,,10.0,13.0,24.0,13.8,20.3,"58,712",5.222423619
"Gallatin County, MT",1121699.0,12.0,15.0,153.0,225.0,8.8,6.8,"78,910",15.52240319
"Gallia County, OH",333439.0,,19.0,48.0,79.0,18.0,25.6,"49,575",24.98947146
"Galveston County, TX",3520330.0,151.0,218.0,330.0,530.0,12.1,16.4,"77,627",333.2739017
"Garfield County, CO",640672.0,,13.0,79.0,140.0,9.2,12.5,"78,940",7.667957958
"Garfield County, OK",678388.0,16.0,27.0,77.0,127.0,12.9,18.7,"59,514",22.68483466
"Garland County, AR",1076187.0,77.0,111.0,171.0,310.0,14.5,21.2,"48,053",55.99985179
"Garvin County, OK",303935.0,10.0,13.0,39.0,74.0,15.6,21.2,"50,043",13.39361015
"Gaston County, NC",2366245.0,87.0,123.0,233.0,389.0,14.9,19.6,"56,017",235.0834095
"Geary County, KS",384748.0,19.0,25.0,55.0,86.0,12.5,16.9,"54,104",35.02556585
"Geauga County, OH",1031595.0,11.0,15.0,74.0,142.0,6.2,7.1,"91,701",90.62809664
"Genesee County, MI",4538897.0,509.0,621.0,347.0,629.0,16.3,22.6,"52,157",248.1385245
"Geneva County, AL",292749.0,10.0,15.0,32.0,47.0,21.1,29.1,"43,206",17.80431585
"George County, MS",259196.0,14.0,19.0,20.0,32.0,16.4,22.1,"54,560",19.12378631
"Georgetown County, SC",674137.0,35.0,50.0,69.0,99.0,14.7,25.3,"58,419",29.22503388
"Gibson County, IN",369827.0,,10.0,47.0,78.0,11.4,14.1,"60,592",26.61237944
"Gibson County, TN",543421.0,28.0,43.0,66.0,98.0,13.4,19.4,"51,280",31.50016988
"Gila County, AZ",588483.0,25.0,48.0,113.0,196.0,16.8,27.3,"52,665",4.333306678
"Gilchrist County, FL",192563.0,12.0,16.0,30.0,42.0,15.3,22.5,"52,168",19.44892619
"Giles County, TN",321694.0,,11.0,60.0,85.0,12.4,19.9,"55,468",18.43323706
"Giles County, VA",185707.0,10.0,12.0,22.0,34.0,11.8,17.3,"55,018",18.17326423
"Gillespie County, TX",285863.0,,11.0,44.0,59.0,8.8,14.8,"71,594",9.562453834
"Gilmer County, GA",326184.0,,10.0,59.0,78.0,14.0,23.3,"57,970",27.10603808
"Glacier County, MT",150244.0,,13.0,15.0,34.0,24.6,29.6,"44,777",1.766046266
"Glenn County, CA",309056.0,11.0,16.0,33.0,57.0,15.5,21.4,"56,741",8.197380559
"Gloucester County, NJ",3200498.0,43.0,82.0,103.0,338.0,7.7,9.8,"93,783",348.783328
"Gloucester County, VA",408425.0,11.0,15.0,52.0,82.0,8.4,12.2,"75,630",65.87453804
"Glynn County, GA",914159.0,46.0,71.0,94.0,148.0,16.5,26.1,"60,685",77.27916697
"Gordon County, GA",623372.0,17.0,24.0,58.0,99.0,12.8,17.5,"56,053",61.62118087
"Grady County, GA",275047.0,19.0,26.0,29.0,40.0,22.4,31.3,"42,171",21.17483154
"Grady County, OK",597645.0,23.0,31.0,73.0,112.0,13.4,18.4,"61,326",19.20248497
"Grafton County, NH",984466.0,11.0,19.0,88.0,163.0,8.6,11.7,"77,378",20.29512615
"Graham County, AZ",416073.0,,19.0,42.0,72.0,20.4,23.3,"52,644",3.163771078
"Grainger County, TN",252787.0,,10.0,29.0,53.0,16.9,23.1,"46,983",31.66712655
"Grand Forks County, ND",762744.0,15.0,20.0,60.0,109.0,13.6,12.1,"64,804",18.92762217
"Grand Traverse County, MI",999996.0,,20.0,69.0,159.0,8.8,11.7,"66,271",76.28762679
"Grant County, AR",199241.0,,13.0,24.0,36.0,11.2,15.9,"67,088",11.05241582
"Grant County, IN",745216.0,29.0,40.0,65.0,114.0,18.8,25.5,"50,248",62.42078621
"Grant County, NM",312633.0,17.0,24.0,58.0,103.0,18.6,26.7,"46,503",2.735142715
"Grant County, WA",1033537.0,35.0,41.0,79.0,132.0,11.7,14.6,"61,815",13.66887645
"Grant Parish, LA",245091.0,,15.0,35.0,45.0,20.6,25.6,"50,979",13.41875837
"Granville County, NC",655409.0,17.0,28.0,64.0,91.0,14.0,16.7,"62,715",42.72888447
"Graves County, KY",410378.0,21.0,28.0,59.0,76.0,16.2,22.2,"49,668",26.09718483
"Gray County, TX",248133.0,,10.0,35.0,46.0,17.7,23.6,"45,530",9.458934503
"Grays Harbor County, WA",799290.0,17.0,35.0,90.0,167.0,13.7,20.8,"55,018",14.61430512
"Grayson County, KY",287849.0,13.0,15.0,56.0,78.0,18.2,23.9,"45,695",20.21768556
"Grayson County, TX",1403481.0,40.0,67.0,162.0,265.0,11.2,14.8,"62,678",53.21147867
"Greenbrier County, WV",388043.0,11.0,19.0,55.0,88.0,18.9,24.5,"41,958",13.38240761
"Greene County, AR",484858.0,20.0,27.0,81.0,119.0,12.9,18.6,"53,920",29.82410541
"Greene County, IN",357467.0,,14.0,47.0,60.0,14.3,22.2,"55,504",22.98602823
"Greene County, MO",3149322.0,107.0,166.0,319.0,604.0,13.2,14.8,"53,391",164.9031583
"Greene County, MS",152543.0,,12.0,10.0,13.0,21.2,24.8,"45,013",7.42912219
"Greene County, NC",232998.0,16.0,22.0,,21.0,23.3,31.8,"42,884",30.40886897
"Greene County, OH",1818028.0,26.0,39.0,125.0,226.0,10.3,12.1,"79,035",154.7781165
"Greene County, PA",410921.0,,11.0,41.0,63.0,14.8,20.2,"55,287",24.90043264
"Greene County, TN",757321.0,15.0,29.0,93.0,148.0,12.5,20.2,"54,166",42.61423905
"Greenville County, SC",5404854.0,248.0,342.0,504.0,868.0,10.9,14.2,"68,487",245.1195013
"Greenwood County, SC",771447.0,50.0,62.0,72.0,112.0,15.9,22.9,"52,462",59.66041952
"Gregg County, TX",1356798.0,110.0,139.0,145.0,211.0,16.1,21.6,"57,608",174.4136949
"Grenada County, MS",234935.0,42.0,52.0,20.0,33.0,22.1,36.0,"39,562",19.46233744
"Grimes County, TX",304424.0,12.0,16.0,37.0,54.0,16.1,21.7,"52,540",13.54723861
"Grundy County, TN",148270.0,12.0,16.0,22.0,33.0,20.5,29.3,"41,266",14.27992675
"Guadalupe County, TX",1664886.0,38.0,50.0,132.0,219.0,9.5,12.5,"80,145",84.21585377
"Guernsey County, OH",433147.0,10.0,16.0,43.0,81.0,15.2,22.2,"50,599",29.03526107
"Guilford County, NC",5680541.0,373.0,466.0,341.0,625.0,13.5,17.7,"60,915",312.9883303
"Gulf County, FL",170556.0,,11.0,25.0,38.0,15.7,25.2,"51,684",11.20100125
"Gwinnett County, GA",9739410.0,312.0,419.0,581.0,1064.0,10.8,15.6,"75,021",809.1434093
"Habersham County, GA",486464.0,10.0,17.0,42.0,73.0,13.3,19.0,"55,987",61.77157867
"Hale County, AL",166038.0,13.0,16.0,16.0,17.0,22.1,32.6,"41,995",8.925557001
"Hale County, TX",382387.0,,10.0,29.0,51.0,19.6,28.1,"47,373",13.10974838
"Halifax County, NC",574888.0,71.0,83.0,46.0,71.0,27.3,35.9,"38,944",27.60090416
"Halifax County, VA",385091.0,18.0,25.0,43.0,58.0,16.0,22.4,"46,244",16.42137718
"Hall County, GA",2129345.0,50.0,79.0,192.0,311.0,12.1,16.1,"68,057",192.5293528
"Hall County, NE",669533.0,,11.0,42.0,86.0,12.0,15.1,"60,751",43.34746351
"Hamblen County, TN",700539.0,11.0,20.0,89.0,163.0,18.4,25.2,"48,483",152.6789637
"Hamilton County, FL",158679.0,14.0,20.0,19.0,25.0,25.7,35.7,"39,522",10.72301185
"Hamilton County, IN",3408342.0,30.0,40.0,178.0,356.0,3.8,3.9,"108,203",309.5004043
"Hamilton County, OH",8898586.0,756.0,903.0,550.0,1121.0,15.7,22.1,"64,087",772.3432857
"Hamilton County, TN",3899957.0,267.0,338.0,327.0,555.0,12.6,16.8,"65,689",254.5437533
"Hampden County, MA",5138415.0,180.0,245.0,150.0,536.0,17.0,24.8,"61,818",293.5650603
"Hampshire County, MA",1764760.0,,13.0,50.0,170.0,11.7,11.0,"77,117",118.019676
"Hampton County, SC",219649.0,30.0,38.0,16.0,23.0,23.5,35.1,"41,281",13.65691346
"Hampton city, VA",1495071.0,148.0,172.0,88.0,162.0,12.4,19.3,"57,662",1018.340272
"Hancock County, GA",96264.0,,11.0,,11.0,30.5,44.0,"35,830",6.995568868
"Hancock County, IN",810311.0,10.0,14.0,72.0,127.0,5.5,6.9,"80,326",93.1702752
"Hancock County, ME",601556.0,,11.0,63.0,106.0,11.0,14.2,"57,001",13.26827489
"Hancock County, MS",508578.0,25.0,34.0,61.0,104.0,17.3,24.1,"54,207",38.0046386
"Hancock County, OH",830938.0,10.0,19.0,51.0,107.0,10.0,12.5,"65,866",55.00347628
"Hancock County, WV",327283.0,,11.0,34.0,59.0,14.9,20.1,"52,301",138.7193411
"Hanover County, VA",1140930.0,19.0,29.0,118.0,190.0,6.7,8.5,"95,195",86.19196373
"Haralson County, GA",319814.0,16.0,22.0,48.0,73.0,14.9,20.6,"62,472",39.6220831
"Hardee County, FL",301397.0,10.0,17.0,23.0,38.0,21.9,26.2,"45,964",16.48852955
"Hardeman County, TN",284586.0,26.0,32.0,22.0,38.0,20.9,27.3,"44,314",14.78043343
"Hardin County, KY",1190930.0,39.0,62.0,107.0,190.0,11.7,15.6,"61,224",66.94972341
"Hardin County, TN",284046.0,13.0,20.0,49.0,72.0,17.6,26.2,"50,309",17.23497927
"Hardin County, TX",618549.0,25.0,36.0,76.0,115.0,9.7,15.1,"67,183",24.44235616
"Harford County, MD",2758941.0,59.0,101.0,167.0,344.0,7.6,10.2,"95,951",221.7271443
"Harlan County, KY",303112.0,,14.0,38.0,50.0,33.2,43.8,"31,116",22.48991942
"Harnett County, NC",1406745.0,76.0,105.0,118.0,185.0,13.3,17.8,"61,701",84.58897537
